45.15381041236817,44.694511,long,47.0,31.734510999999998
41.92395450390809,41.488249,long,47.0,-3.2062619999999953
42.17540710522934,41.739344,long,47.0,0.2510949999999994
40.98889457163979,40.561139,long,47.0,-1.1782050000000055
45.505590670462595,45.090464,long,44.0,4.529325
44.824394111070674,44.43376,long,44.0,-0.6567039999999977
45.85429548998805,45.467107,long,41.0,1.0333469999999991
47.396141690043265,47.070237,long,38.0,1.6031300000000002
48.84857123839518,48.567136,long,35.0,1.496898999999999
49.0851195820394,48.885828,long,32.0,0.31869199999999864
50.03832559112669,49.8902,long,29.0,1.0043720000000036
49.96816535621788,49.832604,long,29.0,-0.05759599999999665
49.62190629183709,49.472064,long,29.0,-0.3605400000000003
51.09526762469133,51.031158,long,26.0,1.5590939999999947
51.25021112516914,51.265024,short,23.0,0.23386599999999902
51.26820150874305,51.265024,long,23.0,0.0
49.84711381686314,49.852093,short,23.0,-1.4129309999999933
49.33169938254515,49.257687,long,26.0,0.5944060000000064
50.02868239887803,50.046981,short,23.0,0.7892940000000053
50.859643644154346,50.846017,long,23.0,-0.799036000000001
51.71587552477737,51.800963,short,20.0,0.9549459999999996
51.92550210581722,52.01534,short,20.0,-0.21437699999999893
51.55942622118988,51.576843,short,23.0,0.43849700000000524
50.31473115701861,50.251611,long,26.0,1.3252319999999997
48.797191264352534,48.722021,long,26.0,-1.529589999999999
48.642892890421635,48.584333,long,26.0,-0.13768799999999715
51.21672656612645,51.200413,long,23.0,2.6160799999999966
52.15573231092745,52.242908,short,20.0,1.0424950000000024
52.69592547064014,52.783826,short,20.0,-0.5409179999999978
52.67522591816711,52.754323,short,20.0,0.02950299999999828
51.46661067688349,51.465955,long,23.0,1.2883679999999984
52.43896549269397,52.537954,short,20.0,1.0719989999999981
52.66146583879796,52.744489,short,20.0,-0.20653500000000236
53.19212938301854,53.285407,short,20.0,-0.5409179999999978
52.5178054785105,52.528121,short,23.0,0.7572860000000006
51.93970614098022,51.849515,long,26.0,0.678606000000002
51.44572963712435,51.377441,long,26.0,-0.4720739999999992
51.50261567189855,51.424184,long,26.0,0.04674299999999931
52.57184006256115,52.575101,short,23.0,1.1509169999999997
52.96602014535152,52.962047,long,23.0,-0.3869460000000018
53.589402741446335,53.676407,short,20.0,0.7143599999999992
53.500640206929724,53.497816,long,23.0,0.17859099999999728
52.70656840732983,52.714005,short,23.0,-0.783811
53.714497133136014,53.726019,short,23.0,-1.0120140000000006
53.32577946581774,53.229934,long,26.0,0.4960850000000008
52.86944477755102,52.81322,long,26.0,-0.4167139999999989
53.74576045962251,53.755783,short,23.0,0.9425629999999998
54.98841297537891,54.986071,long,23.0,-1.2302880000000016
57.15181157607784,57.258142,short,20.0,2.272070999999997
57.84040900971402,57.952662,short,20.0,-0.6945199999999971
58.331144274788414,58.43,short,20.0,-0.47733800000000315
57.22499199221274,57.220001,long,23.0,1.2099989999999963
57.313830741809305,57.439999,short,20.0,0.2199979999999968
57.684819795939674,57.799999,short,20.0,-0.35999999999999943
57.36016350978837,57.380001,short,23.0,0.41999799999999965
61.31641828155754,61.310001,long,23.0,-3.9299999999999997
60.191085642802534,60.209999,short,23.0,-1.1000019999999964
61.18494307275991,61.189999,short,23.0,-0.9799999999999969
61.260995595606666,61.259998,long,23.0,-0.06999900000000281
